STATION,DATE,wind_x,wind_y,ceiling,visibility,temperature,pressure,dew,precipitation_duration,precipitation_depth,pm25,mean_aod,min_aod,max_aod,grid_id,location,tz,wkt,Latitudes,Longitudes
72032999999,2018-02-15,-30.25472213,-13.68874248,13115.5,16070.65278,14.68055556,,50.41666667,,,10.9,0.079095238,0.027,0.14,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-16,57.19814223,-22.01876916,22000,16093,15.84507042,,-72.17391304,,,7.7,0.066047619,0.029,0.114,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-17,1.167262425,0.532152779,22000,16093,15.97222222,,-81.80555556,,,10.78421053,0.072690476,0.036,0.108,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-18,21.07305491,4.512320078,22000,16093,14.70833333,,-8.75,,,11.69473684,0.092619048,0.063,0.164,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-19,13.31696616,-11.88735076,9796.628571,15824.79167,10.5,,1.971830986,1,4.5,8.007692308,0.093394737,0.037,0.173,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-20,48.92055005,-10.67734337,21168.17143,16070.01429,7.185714286,,-137.1428571,,,8.238888889,0.046746032,0.019,0.141,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-21,18.95318328,14.85457042,14127.375,16093,8.541666667,,-80.27777778,,,10.98,0.198952381,0.169,0.251,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-22,32.18197113,3.292842172,13503.88889,16070.65278,8.347222222,,-17.22222222,,,13.75833333,0.305,0.299,0.311,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-23,79.0580003,22.68398325,13482.88732,15847.13889,8.486111111,,0.694444444,1,10,7.746153846,0.112576923,0.041,0.346,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-24,41.88219317,-5.106575485,22000,16093,8.833333333,,-101.1111111,,,10.30666667,0.069809524,0.026,0.136,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-25,1.463296527,-19.59656085,22000,16070.65278,9.847222222,,-46.25,,,11.76666667,0.080904762,0.032,0.122,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-27,-25.92654026,10.61648095,12001.71014,15053.68056,8.375,,21.38888889,1,25,6.133333333,0.451,0.438,0.464,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-01,50.3629821,38.45108167,11808.45833,16093,9.875,,34.44444444,,,17.125,0.14452381,0.085,0.22,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-04,10.87871284,-0.974291668,15022.26389,15981.25,8.708333333,,18.47222222,,,10.17777778,0.17176,0.131,0.271,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-05,28.09361865,46.49694355,22000,16093,12.52777778,,-65.27777778,,,4.755555556,0.059857143,0.03,0.102,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-06,52.77161518,25.4183314,22000,16093,15.91666667,,-100.6944444,,,8.52,0.055380952,0.033,0.083,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-08,-5.57020808,-24.93632362,19923.875,15958.91667,16.54166667,,-31.52777778,,,21.34,0.184,0.157,0.231,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-09,-31.74628665,25.57253974,19971.19444,15869.52778,15.86111111,,35,,,20.36,0.255,0.255,0.255,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-12,6.385864626,30.24319605,15053.56944,13366.22222,16.48611111,,122.3611111,,,23.18333333,0.413,0.382,0.437,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-14,13.6922878,-18.44677323,1776.078125,11812.77778,13.69444444,,109.8611111,1,9,9.028571429,0.535,0.535,0.535,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-15,-15.81210045,-9.675407055,4859.34375,13511.47222,12.01388889,,70.27777778,1,21.5,8.1,0.2502,0.107,0.382,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-17,13.285958,29.84997284,4943.553846,13120.36111,10.47222222,,57.5,1,8.2,6.95,0.2425,0.148,0.49,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-19,-40.93005022,13.97775166,22000,16093,13.81944444,,1.527777778,,,10.9,0.079404762,0.019,0.196,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-20,6.049435664,-24.83268464,21225.16667,16070.65278,16.66666667,,-16.66666667,,,10.33333333,0.250916667,0.211,0.304,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-23,20.69363459,-38.44181523,6342.339286,10762.25,13.80555556,,111.6666667,1,7.5,9.4375,0.543833333,0.496,0.558,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-24,-16.6640803,-9.807295479,13966.33333,14930.79167,13.04166667,,79.58333333,,,13.77777778,0.376333333,0.265,0.503,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-26,12.9056346,-12.48619272,15321.44898,16093,11.41176471,,23.38235294,,,7.655555556,0.062785714,0.02,0.139,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-27,-30.55731915,3.392086208,22000,16070.65278,14.47222222,,-30.41666667,,,7.375,0.099119048,0.04,0.201,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-28,-8.805731934,5.074303527,22000,16070.65278,17.23611111,,-20.83333333,,,11,0.076595238,0.028,0.153,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-29,-38.76538114,37.55384403,22000,16003.61111,18.48611111,,45.83333333,,,18.61,0.113,0.072,0.169,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-30,12.04538374,-19.50944279,22000,15154.36111,20.80555556,,65.41666667,,,23.525,0.176317073,0.109,0.232,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-04,23.23707893,12.27778485,22000,12494.59722,16.11111111,,101.6666667,,,29.22222222,0.240473684,0.188,0.331,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-05,-18.90970719,31.88490496,17384.44737,5984.708333,15.125,,108.1944444,,,41.7625,0.380761905,0.331,0.422,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-07,-9.36455657,5.487710759,19494.84314,15288.48611,16.91666667,,115.2777778,,,16.87272727,0.271547619,0.194,0.353,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-08,-20.03711427,-17.01177533,8207.224138,13779.70833,17.30555556,,121.8055556,,,18.26923077,0.154761905,0.134,0.177,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-09,-43.03965432,4.371047965,22000,15981.26389,22.27777778,,18.28571429,,,13.88888889,0.173785714,0.108,0.271,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-10,9.909853748,-4.777720251,22000,16070.65278,26.01388889,,-30.56338028,,,15.45,0.290705882,0.114,0.323,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-11,25.58400009,-35.19028519,22000,16049.51351,23.51351351,,31.35135135,,,15.44166667,0.091785714,0.028,0.194,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-12,-8.252291787,-1.69447492,18382.64151,15891.875,15.22222222,,60.28571429,,,8.033333333,0.161285714,0.102,0.269,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-13,26.6229547,0.694063064,22000,16093,16.34722222,,-74.92957746,,,7.745454545,0.199357143,0.123,0.278,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-14,49.29013459,6.519132048,22000,16048.30556,21.43055556,,-84.44444444,,,11.43333333,0.15097619,0.115,0.198,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-17,29.14495395,28.78677311,20330.97959,16070.65278,11.91666667,,7.638888889,,,9.633333333,0.085261905,0.026,0.153,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-18,21.335152,-17.44231458,22000,15914.20833,16.51388889,,-43.19444444,,,7.166666667,0.130928571,0.019,0.291,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-20,-31.74299772,9.32069885,13156.34722,15936.56944,13.29166667,,48.05555556,,,10.66666667,0.075952381,0.019,0.183,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-21,7.70172635,-9.406971141,22000,275734.8611,21.1509434,,36.03773585,,,11.3,0.091333333,0.067,0.126,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-22,5.899853751,19.58694604,22000,16070.65278,23.09722222,,23.19444444,,,14.06,0.11052381,0.024,0.215,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-23,-17.25376574,12.41482697,22000,15690.75,21.29166667,,50.27777778,,,19.82857143,0.190261905,0.151,0.233,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-24,19.21343085,24.53455126,22000,15503.77465,20.05633803,,51.17647059,,,27.95,0.223,0.223,0.223,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-25,-17.23011501,2.482218079,21244,43616.45455,18.13846154,,77.84615385,,,23.13846154,0.1438,0.021,0.23,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-26,-0.146312954,7.940499734,21401.9,12874.48571,17.04285714,,76.28571429,,,22.85,0.148983051,0.051,0.345,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-27,24.99183292,43.45093701,12718.92647,11108.69444,15.33333333,,91.52777778,,,24.10625,0.117333333,0.065,0.194,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-28,-3.437122509,65.49580816,22000,15243.75,15.61111111,,83.75,,,20.72631579,0.304878049,0.214,0.364,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-29,18.89713521,20.79532847,12144.34483,15730.39437,15.04225352,,80.14084507,,,15.74090909,0.452307692,0.368,0.547,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-03,-22.08242195,37.45258737,11962.44444,13684.76389,14.36111111,,86.25,,,16.62105263,0.147195122,0.066,0.22,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-07,-17.98517171,-18.92378865,22000,16048.30556,21.09722222,,47.6056338,,,16.09411765,0.087690476,0.047,0.133,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-08,39.42406846,-42.47744061,17891.56061,15847.18056,21.16666667,,69.44444444,,,21.10588235,0.329,0.298,0.361,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-09,-18.2445394,46.07431196,22000,13880.34375,20.5625,,109.84375,,,27,0.142121951,0.065,0.193,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
